zeb-sleep_-095	insufficient_evidence
zeb-gut_mi-056	supported
zeb-antibi-003	insufficient_evidence
zeb-enviro-037	supported
zeb-hydrat-073	insufficient_evidence
zeb-antibi-009	supported
zeb-sleep_-089	supported
zeb-sleep_-084	insufficient_evidence
zeb-hydrat-064	supported
zeb-antibi-001	insufficient_evidence
zeb-gut_mi-050	supported
zeb-hydrat-069	insufficient_evidence
zeb-dengue-027	supported
zeb-enviro-039	contradicted
zeb-dengue-030	supported
zeb-hydrat-075	supported
zeb-gut_mi-060	supported
zeb-dengue-019	insufficient_evidence
zeb-gut_mi-058	supported
zeb-antibi-014	supported
zeb-dengue-018	supported
zeb-enviro-033	supported
zeb-dengue-016	supported
zeb-hydrat-070	supported
zeb-enviro-034	insufficient_evidence
zeb-dengue-017	insufficient_evidence
zeb-sleep_-094	supported
zeb-gut_mi-048	supported
zeb-antibi-007	insufficient_evidence
zeb-enviro-040	supported
zeb-sleep_-088	insufficient_evidence
zeb-antibi-002	supported
zeb-gut_mi-052	supported
zeb-enviro-047	supported
zeb-enviro-038	supported
zeb-sleep_-083	supported
zeb-antibi-012	supported
zeb-enviro-041	insufficient_evidence
zeb-dengue-025	supported
zeb-gut_mi-062	insufficient_evidence
zeb-dengue-021	supported
zeb-antibi-013	supported
zeb-enviro-042	supported
zeb-enviro-045	supported
zeb-gut_mi-053	insufficient_evidence
zeb-dengue-026	insufficient_evidence
zeb-gut_mi-054	contradicted
zeb-antibi-010	supported
zeb-hydrat-079	supported
zeb-enviro-044	insufficient_evidence
zeb-sleep_-080	supported
zeb-enviro-036	supported
zeb-dengue-029	supported
zeb-antibi-005	supported
zeb-dengue-020	insufficient_evidence
zeb-antibi-006	supported
zeb-sleep_-082	insufficient_evidence
zeb-sleep_-092	insufficient_evidence
zeb-enviro-043	supported
zeb-hydrat-066	supported
zeb-hydrat-078	supported
zeb-hydrat-077	insufficient_evidence
zeb-gut_mi-059	supported
zeb-hydrat-067	supported
zeb-hydrat-071	insufficient_evidence
zeb-gut_mi-049	supported
zeb-antibi-015	supported
zeb-antibi-008	supported
zeb-antibi-004	supported
zeb-gut_mi-051	supported
zeb-antibi-000	supported
zeb-hydrat-074	insufficient_evidence
zeb-gut_mi-063	insufficient_evidence
zeb-hydrat-072	supported
zeb-sleep_-093	supported
zeb-sleep_-090	supported
zeb-sleep_-086	insufficient_evidence
zeb-dengue-022	supported
zeb-hydrat-076	supported
zeb-sleep_-085	supported
zeb-gut_mi-055	supported
zeb-hydrat-068	supported
zeb-enviro-032	supported
zeb-sleep_-087	supported
zeb-dengue-024	insufficient_evidence
zeb-gut_mi-057	supported
zeb-sleep_-091	insufficient_evidence
zeb-dengue-028	insufficient_evidence
zeb-dengue-031	supported
zeb-gut_mi-061	insufficient_evidence
zeb-antibi-011	supported
zeb-enviro-035	insufficient_evidence
zeb-sleep_-081	supported
zeb-hydrat-065	supported
zeb-dengue-023	supported
zeb-enviro-046	supported
